Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Unit_Price,Profit_Margin,Revenue,Discount_Band,Price_Segment,Market_Benchmark_Price_x,Market_Benchmark_Price_y,Market_Benchmark_Price,Price_vs_Market
Standard Class,Consumer,United States,Roseville,California,95661,West,Furniture,Furnishings,43.12,14,0.0,20.6976,3.08,48.00000000000001,43.12,No Discount,Low,14.136,14.136,14.136,Underpriced
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,82.8,2,0.2,10.35,41.4,12.5,82.8,Low (1-20%),Premium,14.136,14.136,14.136,Overpriced
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Art,8.82,3,0.0,2.3814,2.94,27.0,8.82,No Discount,Low,4.24,4.24,4.24,Underpriced
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Envelopes,10.86,3,0.0,5.1042,3.62,47.0,10.86,No Discount,Low,9.303999999999998,9.303999999999998,9.303999999999998,Underpriced
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Paper,143.7,3,0.0,68.976,47.9,48.00000000000001,143.7,No Discount,Premium,6.48,6.48,6.48,Overpriced
Standard Class,Consumer,United States,Independence,Missouri,64055,Central,Office Supplies,Appliances,839.43,3,0.0,218.2518,279.81,26.0,839.43,No Discount,Premium,30.448,30.448,30.448,Overpriced
Standard Class,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Storage,671.93,7,0.0,20.1579,95.99,3.0000000000000004,671.93,No Discount,Premium,37.208,37.208,37.208,Overpriced
Standard Class,Home Office,United States,Newark,Ohio,43055,East,Furniture,Furnishings,93.888,4,0.2,12.9096,23.472,13.749999999999998,93.888,Low (1-20%),Premium,14.136,14.136,14.136,Overpriced
Standard Class,Corporate,United States,Franklin,Wisconsin,53132,Central,Technology,Phones,384.45,11,0.0,103.8015,34.95,27.0,384.45,No Discount,Low,69.99,69.99,69.99,Underpriced
Standard Class,Corporate,United States,Franklin,Wisconsin,53132,Central,Technology,Phones,149.97,3,0.0,5.9988,49.99,4.0,149.97,No Discount,Mid,69.99,69.99,69.99,Underpriced
Standard Class,Corporate,United States,Franklin,Wisconsin,53132,Central,Furniture,Chairs,1951.84,8,0.0,585.552,243.98,30.000000000000004,1951.84,No Discount,Premium,105.623,105.623,105.623,Overpriced
Standard Class,Corporate,United States,Franklin,Wisconsin,53132,Central,Office Supplies,Binders,171.55,5,0.0,80.6285,34.31,47.0,171.55,No Discount,Premium,5.390000000000001,5.390000000000001,5.390000000000001,Overpriced
First Class,Home Office,United States,Scottsdale,Arizona,85254,West,Office Supplies,Appliances,157.92,5,0.2,17.766,31.584,11.25,157.92,Low (1-20%),Mid,30.448,30.448,30.448,Fair
First Class,Home Office,United States,Scottsdale,Arizona,85254,West,Technology,Phones,203.184,2,0.2,15.2388,101.592,7.5,203.184,Low (1-20%),Mid,69.99,69.99,69.99,Overpriced
First Class,Corporate,United States,San Jose,California,95123,West,Office Supplies,Paper,58.38,7,0.0,26.271,8.34,45.0,58.38,No Discount,Mid,6.48,6.48,6.48,Overpriced
First Class,Corporate,United States,San Jose,California,95123,West,Office Supplies,Paper,105.52,4,0.0,48.5392,26.38,46.0,105.52,No Discount,Premium,6.48,6.48,6.48,Overpriced
First Class,Corporate,United States,San Jose,California,95123,West,Office Supplies,Storage,80.88,6,0.0,21.0288,13.48,26.0,80.88,No Discount,Low,37.208,37.208,37.208,Underpriced
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Art,6.63,3,0.0,1.7901,2.21,27.0,6.63,No Discount,Low,4.24,4.24,4.24,Underpriced
Second Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Chairs,457.568,2,0.2,51.4764,228.784,11.25,457.568,Low (1-20%),Premium,105.623,105.623,105.623,Overpriced
Standard Class,Consumer,United States,Edmond,Oklahoma,73034,Central,Office Supplies,Labels,14.62,2,0.0,6.8714,7.31,47.0,14.62,No Discount,Premium,3.984,3.984,3.984,Overpriced
Standard Class,Consumer,United States,Edmond,Oklahoma,73034,Central,Technology,Phones,944.93,7,0.0,236.2325,134.98999999999998,25.0,944.93,No Discount,Premium,69.99,69.99,69.99,Overpriced
First Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,5.98,1,0.0,2.691,5.98,44.99999999999999,5.98,No Discount,Mid,6.48,6.48,6.48,Fair
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Accessories,54.384,2,0.2,1.3596,27.192,2.5,54.384,Low (1-20%),Mid,29.99,29.99,29.99,Fair
Standard Class,Consumer,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Envelopes,28.4,5,0.0,13.348,5.68,47.0,28.4,No Discount,Low,9.303999999999998,9.303999999999998,9.303999999999998,Underpriced
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Binders,27.68,2,0.2,9.688,13.84,35.0,27.68,Low (1-20%),Premium,5.390000000000001,5.390000000000001,5.390000000000001,Overpriced
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Art,9.936,3,0.2,2.7324,3.312,27.500000000000004,9.936,Low (1-20%),Mid,4.24,4.24,4.24,Fair
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Technology,Machines,8159.952,8,0.4,-1359.992,1019.994,-16.666666666666664,8159.952,Medium (21-40%),Premium,199.77,199.77,199.77,Overpriced
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Storage,275.928,3,0.2,-58.6347,91.976,-21.250000000000004,275.928,Low (1-20%),Premium,37.208,37.208,37.208,Overpriced
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Furniture,Chairs,1740.06,9,0.3,-24.858,193.34,-1.4285714285714286,1740.06,Medium (21-40%),Premium,105.623,105.623,105.623,Overpriced
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Art,32.064,6,0.2,6.8136,5.344,21.25,32.064,Low (1-20%),Mid,4.24,4.24,4.24,Overpriced
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Appliances,177.98,5,0.8,-453.849,35.596,-255.00000000000003,177.98,High (41%+),Mid,30.448,30.448,30.448,Fair
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Technology,Phones,143.976,3,0.2,8.9985,47.992,6.25,143.976,Low (1-20%),Mid,69.99,69.99,69.99,Underpriced
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,20.94,3,0.0,9.8418,6.98,46.99999999999999,20.94,No Discount,Mid,6.48,6.48,6.48,Fair
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,110.96,2,0.0,53.2608,55.48,48.00000000000001,110.96,No Discount,Premium,6.48,6.48,6.48,Overpriced
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Chairs,340.144,7,0.2,21.259,48.592,6.25,340.144,Low (1-20%),Low,105.623,105.623,105.623,Underpriced
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Appliances,52.448,2,0.8,-131.12,26.224,-250.0,52.448,High (41%+),Mid,30.448,30.448,30.448,Fair
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Labels,20.16,4,0.2,6.552,5.04,32.49999999999999,20.16,Low (1-20%),Mid,3.984,3.984,3.984,Overpriced
Second Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Appliances,97.264,4,0.8,-243.16,24.316,-250.0,97.264,High (41%+),Mid,30.448,30.448,30.448,Fair
Second Class,Consumer,United States,Newark,Ohio,43055,East,Furniture,Chairs,396.802,7,0.3,-11.3372,56.686,-2.8571428571428568,396.802,Medium (21-40%),Low,105.623,105.623,105.623,Underpriced
Second Class,Consumer,United States,Newark,Ohio,43055,East,Office Supplies,Supplies,15.88,5,0.2,-3.7715,3.176,-23.75,15.88,Low (1-20%),Low,8.475000000000001,8.475000000000001,8.475000000000001,Underpriced
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Art,3.28,1,0.0,1.4104,3.28,43.00000000000001,3.28,No Discount,Mid,4.24,4.24,4.24,Fair
Second Class,Corporate,United States,Decatur,Illinois,62521,Central,Office Supplies,Storage,24.816,2,0.2,1.8612,12.408,7.5,24.816,Low (1-20%),Low,37.208,37.208,37.208,Underpriced
Second Class,Corporate,United States,Decatur,Illinois,62521,Central,Technology,Accessories,408.744,7,0.2,76.6395,58.392,18.75,408.744,Low (1-20%),Premium,29.99,29.99,29.99,Overpriced
Second Class,Home Office,United States,Monroe,Louisiana,71203,South,Technology,Phones,503.96,4,0.0,131.0296,125.99,26.0,503.96,No Discount,Premium,69.99,69.99,69.99,Overpriced
Second Class,Home Office,United States,Monroe,Louisiana,71203,South,Technology,Phones,149.95,5,0.0,41.986,29.99,28.000000000000004,149.95,No Discount,Low,69.99,69.99,69.99,Underpriced
Second Class,Home Office,United States,Monroe,Louisiana,71203,South,Technology,Accessories,29.0,2,0.0,7.25,14.5,25.0,29.0,No Discount,Low,29.99,29.99,29.99,Underpriced
Standard Class,Consumer,United States,Fairfield,Connecticut,6824,East,Office Supplies,Binders,7.16,2,0.0,3.4368,3.58,48.0,7.16,No Discount,Low,5.390000000000001,5.390000000000001,5.390000000000001,Underpriced
Standard Class,Home Office,United States,Los Angeles,California,90032,West,Technology,Accessories,176.8,8,0.0,22.984,22.1,13.0,176.8,No Discount,Mid,29.99,29.99,29.99,Underpriced
Standard Class,Corporate,United States,Grand Prairie,Texas,75051,Central,Office Supplies,Storage,37.224,3,0.2,3.7224,12.408,10.0,37.224,Low (1-20%),Low,37.208,37.208,37.208,Underpriced
Standard Class,Corporate,United States,Grand Prairie,Texas,75051,Central,Office Supplies,Paper,20.016,3,0.2,6.255,6.672,31.25,20.016,Low (1-20%),Mid,6.48,6.48,6.48,Fair
First Class,Home Office,United States,New York City,New York,10035,East,Furniture,Bookcases,899.136,4,0.2,112.392,224.784,12.5,899.136,Low (1-20%),Premium,102.833,102.833,102.833,Overpriced
First Class,Home Office,United States,New York City,New York,10035,East,Technology,Phones,71.76,6,0.0,20.0928,11.96,28.0,71.76,No Discount,Low,69.99,69.99,69.99,Underpriced
First Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Paper,51.84,8,0.0,24.8832,6.48,47.99999999999999,51.84,No Discount,Mid,6.48,6.48,6.48,Fair
First Class,Home Office,United States,New York City,New York,10035,East,Furniture,Bookcases,626.352,3,0.2,46.9764,208.784,7.5,626.352,Low (1-20%),Premium,102.833,102.833,102.833,Overpriced
First Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Art,19.9,5,0.0,6.567,3.98,33.0,19.9,No Discount,Mid,4.24,4.24,4.24,Fair
Standard Class,Corporate,United States,Redlands,California,92374,West,Office Supplies,Envelopes,14.28,7,0.0,6.7116,2.04,47.0,14.28,No Discount,Low,9.303999999999998,9.303999999999998,9.303999999999998,Underpriced
Standard Class,Consumer,United States,Hamilton,Ohio,45011,East,Office Supplies,Art,7.408,2,0.2,1.2038,3.704,16.249999999999996,7.408,Low (1-20%),Mid,4.24,4.24,4.24,Fair
Standard Class,Consumer,United States,Hamilton,Ohio,45011,East,Office Supplies,Art,6.048,3,0.2,1.5876,2.016,26.25,6.048,Low (1-20%),Low,4.24,4.24,4.24,Underpriced
Standard Class,Home Office,United States,Westfield,New Jersey,7090,East,Office Supplies,Storage,46.26,3,0.0,12.0276,15.42,26.0,46.26,No Discount,Low,37.208,37.208,37.208,Underpriced
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,2.946,2,0.7,-2.2586,1.473,-76.66666666666666,2.946,High (41%+),Low,5.390000000000001,5.390000000000001,5.390000000000001,Underpriced
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,16.056,3,0.2,5.8203,5.352,36.24999999999999,16.056,Low (1-20%),Low,6.48,6.48,6.48,Fair
Standard Class,Consumer,United States,Akron,Ohio,44312,East,Office Supplies,Paper,21.744,3,0.2,6.795,7.248,31.25,21.744,Low (1-20%),Mid,6.48,6.48,6.48,Fair
First Class,Consumer,United States,Denver,Colorado,80219,West,Furniture,Tables,218.75,2,0.5,-161.875,109.375,-74.0,218.75,High (41%+),Low,145.49,145.49,145.49,Fair
First Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Appliances,2.6,1,0.2,0.2925,2.6,11.249999999999998,2.6,Low (1-20%),Low,30.448,30.448,30.448,Underpriced
Second Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Appliances,66.284,2,0.8,-178.9668,33.142,-270.0,66.284,High (41%+),Mid,30.448,30.448,30.448,Fair
Standard Class,Corporate,United States,Franklin,Tennessee,37064,South,Furniture,Furnishings,35.168,7,0.2,9.6712,5.024,27.500000000000004,35.168,Low (1-20%),Low,14.136,14.136,14.136,Underpriced
Standard Class,Consumer,United States,Whittier,California,90604,West,Technology,Phones,444.768,4,0.2,44.4768,111.192,10.0,444.768,Low (1-20%),Mid,69.99,69.99,69.99,Overpriced
Standard Class,Consumer,United States,Saginaw,Michigan,48601,Central,Office Supplies,Storage,83.92,4,0.0,5.8744,20.98,6.999999999999999,83.92,No Discount,Mid,37.208,37.208,37.208,Underpriced
Standard Class,Consumer,United States,Saginaw,Michigan,48601,Central,Technology,Phones,131.98,2,0.0,35.6346,65.99,27.0,131.98,No Discount,Mid,69.99,69.99,69.99,Fair
Standard Class,Consumer,United States,Saginaw,Michigan,48601,Central,Office Supplies,Binders,15.92,4,0.0,7.4824,3.98,47.0,15.92,No Discount,Mid,5.390000000000001,5.390000000000001,5.390000000000001,Underpriced
Standard Class,Consumer,United States,Saginaw,Michigan,48601,Central,Office Supplies,Fasteners,52.29,9,0.0,16.2099,5.81,31.000000000000007,52.29,No Discount,Premium,2.84,2.84,2.84,Overpriced
Standard Class,Consumer,United States,Saginaw,Michigan,48601,Central,Office Supplies,Storage,91.99,1,0.0,3.6796,91.99,4.000000000000001,91.99,No Discount,Premium,37.208,37.208,37.208,Overpriced
Second Class,Corporate,United States,Dallas,Texas,75220,Central,Technology,Accessories,20.8,2,0.2,6.5,10.4,31.25,20.8,Low (1-20%),Low,29.99,29.99,29.99,Underpriced
Standard Class,Corporate,United States,Medina,Ohio,44256,East,Office Supplies,Labels,23.68,2,0.2,8.88,11.84,37.50000000000001,23.68,Low (1-20%),Premium,3.984,3.984,3.984,Overpriced
Standard Class,Corporate,United States,Medina,Ohio,44256,East,Furniture,Bookcases,452.45,5,0.5,-244.323,90.49,-54.0,452.45,High (41%+),Mid,102.833,102.833,102.833,Fair
Standard Class,Corporate,United States,Medina,Ohio,44256,East,Technology,Phones,62.982,3,0.4,-14.6958,20.994,-23.33333333333333,62.982,Medium (21-40%),Low,69.99,69.99,69.99,Underpriced
Standard Class,Corporate,United States,Medina,Ohio,44256,East,Technology,Machines,1188.0,9,0.7,-950.4,132.0,-80.0,1188.0,High (41%+),Mid,199.77,199.77,199.77,Underpriced
Standard Class,Corporate,United States,Medina,Ohio,44256,East,Technology,Accessories,89.584,2,0.2,4.4792,44.792,5.0,89.584,Low (1-20%),Mid,29.99,29.99,29.99,Overpriced
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Storage,93.06,6,0.0,26.0568,15.51,28.0,93.06,No Discount,Low,37.208,37.208,37.208,Underpriced
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Technology,Phones,302.376,3,0.2,22.6782,100.792,7.500000000000001,302.376,Low (1-20%),Mid,69.99,69.99,69.99,Overpriced
First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Fasteners,5.584,2,0.2,1.8148,2.792,32.5,5.584,Low (1-20%),Mid,2.84,2.84,2.84,Fair
First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Paper,22.704,6,0.2,8.2302,3.784,36.25,22.704,Low (1-20%),Low,6.48,6.48,6.48,Underpriced
First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Binders,19.776,4,0.7,-13.8432,4.944,-70.0,19.776,High (41%+),Mid,5.390000000000001,5.390000000000001,5.390000000000001,Fair
First Class,Consumer,United States,Dublin,Ohio,43017,East,Furniture,Furnishings,72.704,4,0.2,19.0848,18.176,26.250000000000007,72.704,Low (1-20%),Mid,14.136,14.136,14.136,Overpriced
First Class,Consumer,United States,Dublin,Ohio,43017,East,Technology,Machines,479.988,4,0.7,-383.9904,119.997,-80.0,479.988,High (41%+),Mid,199.77,199.77,199.77,Underpriced
First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Art,27.168,2,0.2,2.7168,13.584,10.0,27.168,Low (1-20%),Premium,4.24,4.24,4.24,Overpriced
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Art,2.2,1,0.0,0.968,2.2,43.99999999999999,2.2,No Discount,Low,4.24,4.24,4.24,Underpriced
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Furniture,Tables,622.45,5,0.0,136.939,124.49,22.0,622.45,No Discount,Mid,145.49,145.49,145.49,Fair
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Storage,21.98,1,0.0,0.2198,21.98,1.0,21.98,No Discount,Mid,37.208,37.208,37.208,Underpriced
Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Furniture,Chairs,161.568,2,0.2,-28.2744,80.784,-17.5,161.568,Low (1-20%),Mid,105.623,105.623,105.623,Fair
Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Furniture,Chairs,389.696,8,0.2,43.8408,48.712,11.25,389.696,Low (1-20%),Low,105.623,105.623,105.623,Underpriced
Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Binders,18.648,7,0.7,-12.432,2.664,-66.66666666666667,18.648,High (41%+),Low,5.390000000000001,5.390000000000001,5.390000000000001,Underpriced
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Furniture,Tables,233.86,2,0.45,-102.048,116.93,-43.63636363636363,233.86,High (41%+),Mid,145.49,145.49,145.49,Fair
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Furniture,Tables,620.6145,3,0.45,-248.2458,206.8715,-40.0,620.6145,High (41%+),Premium,145.49,145.49,145.49,Overpriced
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Office Supplies,Binders,5.328,2,0.7,-3.552,2.664,-66.66666666666666,5.328,High (41%+),Low,5.390000000000001,5.390000000000001,5.390000000000001,Underpriced
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Furniture,Furnishings,258.072,3,0.2,0.0,86.024,0.0,258.072,Low (1-20%),Premium,14.136,14.136,14.136,Overpriced
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Technology,Accessories,617.976,3,0.2,-7.7247,205.992,-1.25,617.976,Low (1-20%),Premium,29.99,29.99,29.99,Overpriced
Standard Class,Corporate,United States,Santa Clara,California,95051,West,Office Supplies,Paper,10.56,2,0.0,4.752,5.28,44.99999999999999,10.56,No Discount,Low,6.48,6.48,6.48,Fair
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,25.92,5,0.2,9.396,5.184,36.25,25.92,Low (1-20%),Low,6.48,6.48,6.48,Fair
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,419.68,5,0.6,-356.728,83.936,-85.0,419.68,High (41%+),Premium,14.136,14.136,14.136,Overpriced
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,11.688,3,0.6,-4.6752,3.896,-40.0,11.688,High (41%+),Low,14.136,14.136,14.136,Underpriced
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,31.984,2,0.2,11.1944,15.992,35.0,31.984,Low (1-20%),Low,69.99,69.99,69.99,Underpriced
